"experiment","Group","senID","item","type","condition","sentence","selection","ID","w1","w2","w3"
"posterior","C","10","PO-C-10","co-argument","ziji","王刚说小明把自己逼得太紧了。","Clause Subject","1038-42ce-b9b0-d31b","wanggang.png","xiaoming.png","other.png"
"posterior","C","8","PO-C-8","co-argument","ta","小明说李华把他绊倒了。","Speaker","1038-42ce-b9b0-d31b","xiaoming.png","lihua.png","other.png"
"posterior","C","19","PO-C-19","possessor","ziji","小明说王刚把自己的作业遗漏了。","Clause Subject","1038-42ce-b9b0-d31b","xiaoming.png","wanggang.png","other.png"
"posterior","C","12","PO-C-12","co-argument","taziji","王刚说张伟把他自己气哭了。","Clause Subject","1038-42ce-b9b0-d31b","wanggang.png","zhangwei.png","other.png"
"posterior","C","7","PO-C-7","co-argument","ziji","小明说李华把自己灌醉了。","Clause Subject","1038-42ce-b9b0-d31b","xiaoming.png","lihua.png","other.png"
"posterior","C","20","PO-C-20","possessor","ta","王刚说李华把他的遭遇讲给了别人听。","Speaker","1038-42ce-b9b0-d31b","wanggang.png","lihua.png","other.png"
"posterior","C","15","PO-C-15","co-argument","taziji","张伟说小明把他自己逗笑了。","Clause Subject","1038-42ce-b9b0-d31b","zhangwei.png","xiaoming.png","other.png"
"posterior","C","13","PO-C-13","co-argument","ziji","张伟说王刚把自己吓坏了。","Clause Subject","1038-42ce-b9b0-d31b","zhangwei.png","wanggang.png","other.png"
"posterior","C","30","PO-C-30","possessor","taziji","张伟说李华把他自己的文件删除了。","Clause Subject","1038-42ce-b9b0-d31b","zhangwei.png","lihua.png","other.png"
"posterior","C","21","PO-C-21","possessor","taziji","王刚说张伟把他自己的工作做完了。","Clause Subject","1038-42ce-b9b0-d31b","wanggang.png","zhangwei.png","other.png"
"posterior","C","2","PO-C-2","co-argument","ta","李华说王刚把他出卖了。","Speaker","1038-42ce-b9b0-d31b","lihua.png","wanggang.png","other.png"
"posterior","C","14","PO-C-14","co-argument","ta","张伟说李华把他弄骨折了。","Speaker","1038-42ce-b9b0-d31b","zhangwei.png","lihua.png","other.png"
"posterior","C","9","PO-C-9","co-argument","taziji","王刚说小明把他自己锁在教室里了。","Clause Subject","1038-42ce-b9b0-d31b","wanggang.png","xiaoming.png","other.png"
"posterior","C","24","PO-C-24","possessor","taziji","李华说王刚把他自己的证件弄丢了。","Clause Subject","1038-42ce-b9b0-d31b","lihua.png","wanggang.png","other.png"
"posterior","C","5","PO-C-5","co-argument","ta","小明说李华把他弄伤了。","Speaker","1038-42ce-b9b0-d31b","xiaoming.png","lihua.png","other.png"
"posterior","C","23","PO-C-23","possessor","ta","王刚说张伟把他的孩子搂在了怀里。","Clause Subject","1038-42ce-b9b0-d31b","wanggang.png","zhangwei.png","other.png"
"posterior","C","18","PO-C-18","possessor","taziji","小明说张伟把他自己的想法忘记了。","Clause Subject","1038-42ce-b9b0-d31b","xiaoming.png","zhangwei.png","other.png"
"posterior","C","3","PO-C-3","co-argument","taziji","李华说王刚把他自己照顾得很好。","Clause Subject","1038-42ce-b9b0-d31b","lihua.png","wanggang.png","other.png"
"posterior","C","22","PO-C-22","possessor","ziji","王刚说小明把自己的想法表达出来了。","Clause Subject","1038-42ce-b9b0-d31b","wanggang.png","xiaoming.png","other.png"
"posterior","C","11","PO-C-11","co-argument","ta","王刚说张伟把他置于危险中了。","Speaker","1038-42ce-b9b0-d31b","wanggang.png","zhangwei.png","other.png"
"posterior","C","29","PO-C-29","possessor","ta","张伟说王刚把他的衣服捐掉了。","Speaker","1038-42ce-b9b0-d31b","zhangwei.png","wanggang.png","other.png"
"posterior","C","4","PO-C-4","co-argument","ziji","李华说张伟把自己当成小孩子了。","Speaker","1038-42ce-b9b0-d31b","lihua.png","zhangwei.png","other.png"
"posterior","C","27","PO-C-27","possessor","taziji","李华说小明把他自己的房间打扫干净了。","Clause Subject","1038-42ce-b9b0-d31b","lihua.png","xiaoming.png","other.png"
"posterior","C","28","PO-C-28","possessor","ziji","张伟说小明把自己的秘密告诉了别人。","Speaker","1038-42ce-b9b0-d31b","zhangwei.png","xiaoming.png","other.png"
"posterior","C","1","PO-C-1","co-argument","ziji","李华说小明把自己弄糊涂了。","Speaker","1038-42ce-b9b0-d31b","lihua.png","xiaoming.png","other.png"
"posterior","C","26","PO-C-26","possessor","ta","李华说小明把他的玩具模型弄坏了。","Speaker","1038-42ce-b9b0-d31b","lihua.png","xiaoming.png","other.png"
"posterior","C","16","PO-C-16","possessor","ziji","小明说王刚把自己的照片发到了朋友圈。","Speaker","1038-42ce-b9b0-d31b","xiaoming.png","wanggang.png","other.png"
"posterior","C","25","PO-C-25","possessor","ziji","李华说张伟把自己的小狗找回来了。","Clause Subject","1038-42ce-b9b0-d31b","lihua.png","zhangwei.png","other.png"
"posterior","A","9","PO-A-9","co-argument","ziji","王刚说小明把自己锁在教室里了。","Clause Subject","27c7-ba9b-7a86-1e74","wanggang.png","xiaoming.png","other.png"
"posterior","A","10","PO-A-10","co-argument","ta","王刚说小明把他逼得太紧了。","Speaker","27c7-ba9b-7a86-1e74","wanggang.png","xiaoming.png","other.png"
"posterior","A","12","PO-A-12","co-argument","ziji","王刚说张伟把自己气哭了。","Clause Subject","27c7-ba9b-7a86-1e74","wanggang.png","zhangwei.png","other.png"
"posterior","A","1","PO-A-1","co-argument","ta","李华说小明把他弄糊涂了。","Speaker","27c7-ba9b-7a86-1e74","lihua.png","xiaoming.png","other.png"
"posterior","A","24","PO-A-24","possessor","ziji","李华说王刚把自己的证件弄丢了。","Clause Subject","27c7-ba9b-7a86-1e74","lihua.png","wanggang.png","other.png"
"posterior","A","11","PO-A-11","co-argument","taziji","王刚说张伟把他自己置于危险中了。","Clause Subject","27c7-ba9b-7a86-1e74","wanggang.png","zhangwei.png","other.png"
"posterior","A","4","PO-A-4","co-argument","ta","李华说张伟把他当成小孩子了。","Clause Subject","27c7-ba9b-7a86-1e74","lihua.png","zhangwei.png","other.png"
"posterior","A","20","PO-A-20","possessor","taziji","王刚说李华把他自己的遭遇讲给了别人听。","Clause Subject","27c7-ba9b-7a86-1e74","wanggang.png","lihua.png","other.png"
"posterior","A","25","PO-A-25","possessor","ta","李华说张伟把他的小狗找回来了。","Speaker","27c7-ba9b-7a86-1e74","lihua.png","zhangwei.png","other.png"
"posterior","A","21","PO-A-21","possessor","ziji","王刚说张伟把自己的工作做完了。","Speaker","27c7-ba9b-7a86-1e74","wanggang.png","zhangwei.png","other.png"
"posterior","A","8","PO-A-8","co-argument","taziji","小明说李华把他自己绊倒了。","Clause Subject","27c7-ba9b-7a86-1e74","xiaoming.png","lihua.png","other.png"
"posterior","A","2","PO-A-2","co-argument","taziji","李华说王刚把他自己出卖了。","Clause Subject","27c7-ba9b-7a86-1e74","lihua.png","wanggang.png","other.png"
"posterior","A","19","PO-A-19","possessor","ta","小明说王刚把他的作业遗漏了。","Speaker","27c7-ba9b-7a86-1e74","xiaoming.png","wanggang.png","other.png"
"posterior","A","15","PO-A-15","co-argument","ziji","张伟说小明把自己逗笑了。","Others","27c7-ba9b-7a86-1e74","zhangwei.png","xiaoming.png","other.png"
"posterior","A","17","PO-A-17","possessor","taziji","小明说李华把他自己的演讲稿修改好了。","Clause Subject","27c7-ba9b-7a86-1e74","xiaoming.png","lihua.png","other.png"
"posterior","A","23","PO-A-23","possessor","taziji","王刚说张伟把他自己的孩子搂在了怀里。","Clause Subject","27c7-ba9b-7a86-1e74","wanggang.png","zhangwei.png","other.png"
"posterior","A","18","PO-A-18","possessor","ziji","小明说张伟把自己的想法忘记了。","Others","27c7-ba9b-7a86-1e74","xiaoming.png","zhangwei.png","other.png"
"posterior","A","30","PO-A-30","possessor","ziji","张伟说李华把自己的文件删除了。","Others","27c7-ba9b-7a86-1e74","zhangwei.png","lihua.png","other.png"
"posterior","A","16","PO-A-16","possessor","ta","小明说王刚把他的照片发到了朋友圈。","Speaker","27c7-ba9b-7a86-1e74","xiaoming.png","wanggang.png","other.png"
"posterior","A","14","PO-A-14","co-argument","taziji","张伟说李华把他自己弄骨折了。","Clause Subject","27c7-ba9b-7a86-1e74","zhangwei.png","lihua.png","other.png"
"posterior","A","26","PO-A-26","possessor","taziji","李华说小明把他自己的玩具模型弄坏了。","Clause Subject","27c7-ba9b-7a86-1e74","lihua.png","xiaoming.png","other.png"
"posterior","A","22","PO-A-22","possessor","ta","王刚说小明把他的想法表达出来了。","Speaker","27c7-ba9b-7a86-1e74","wanggang.png","xiaoming.png","other.png"
"posterior","A","13","PO-A-13","co-argument","ta","张伟说王刚把他吓坏了。","Speaker","27c7-ba9b-7a86-1e74","zhangwei.png","wanggang.png","other.png"
"posterior","A","6","PO-A-6","co-argument","ziji","小明说张伟把自己想像成侦探了。","Clause Subject","27c7-ba9b-7a86-1e74","xiaoming.png","zhangwei.png","other.png"
"posterior","A","29","PO-A-29","possessor","taziji","张伟说王刚把他自己的衣服捐掉了。","Clause Subject","27c7-ba9b-7a86-1e74","zhangwei.png","wanggang.png","other.png"
"posterior","A","7","PO-A-7","co-argument","ta","小明说李华把他灌醉了。","Speaker","27c7-ba9b-7a86-1e74","xiaoming.png","lihua.png","other.png"
"posterior","A","27","PO-A-27","possessor","ziji","李华说小明把自己的房间打扫干净了。","Clause Subject","27c7-ba9b-7a86-1e74","lihua.png","xiaoming.png","other.png"
"posterior","A","3","PO-A-3","co-argument","ziji","李华说王刚把自己照顾得很好。","Others","27c7-ba9b-7a86-1e74","lihua.png","wanggang.png","other.png"
"posterior","A","28","PO-A-28","possessor","ta","张伟说小明把他的秘密告诉了别人。","Clause Subject","27c7-ba9b-7a86-1e74","zhangwei.png","xiaoming.png","other.png"
"posterior","A","5","PO-A-5","co-argument","taziji","小明说李华把他自己弄伤了。","Clause Subject","27c7-ba9b-7a86-1e74","xiaoming.png","lihua.png","other.png"
"posterior","A","4","PO-A-4","co-argument","ta","李华说张伟把他当成小孩子了。","Speaker","b0f2-5c0c-4e17-cd64","lihua.png","zhangwei.png","other.png"
"posterior","A","11","PO-A-11","co-argument","taziji","王刚说张伟把他自己置于危险中了。","Clause Subject","b0f2-5c0c-4e17-cd64","wanggang.png","zhangwei.png","other.png"
"posterior","A","15","PO-A-15","co-argument","ziji","张伟说小明把自己逗笑了。","Speaker","b0f2-5c0c-4e17-cd64","zhangwei.png","xiaoming.png","other.png"
"posterior","A","23","PO-A-23","possessor","taziji","王刚说张伟把他自己的孩子搂在了怀里。","Clause Subject","b0f2-5c0c-4e17-cd64","wanggang.png","zhangwei.png","other.png"
"posterior","A","26","PO-A-26","possessor","taziji","李华说小明把他自己的玩具模型弄坏了。","Clause Subject","b0f2-5c0c-4e17-cd64","lihua.png","xiaoming.png","other.png"
"posterior","A","16","PO-A-16","possessor","ta","小明说王刚把他的照片发到了朋友圈。","Speaker","b0f2-5c0c-4e17-cd64","xiaoming.png","wanggang.png","other.png"
"posterior","A","3","PO-A-3","co-argument","ziji","李华说王刚把自己照顾得很好。","Speaker","b0f2-5c0c-4e17-cd64","lihua.png","wanggang.png","other.png"
"posterior","A","7","PO-A-7","co-argument","ta","小明说李华把他灌醉了。","Speaker","b0f2-5c0c-4e17-cd64","xiaoming.png","lihua.png","other.png"
"posterior","A","13","PO-A-13","co-argument","ta","张伟说王刚把他吓坏了。","Speaker","b0f2-5c0c-4e17-cd64","zhangwei.png","wanggang.png","other.png"
"posterior","A","2","PO-A-2","co-argument","taziji","李华说王刚把他自己出卖了。","Clause Subject","b0f2-5c0c-4e17-cd64","lihua.png","wanggang.png","other.png"
"posterior","A","1","PO-A-1","co-argument","ta","李华说小明把他弄糊涂了。","Speaker","b0f2-5c0c-4e17-cd64","lihua.png","xiaoming.png","other.png"
"posterior","A","24","PO-A-24","possessor","ziji","李华说王刚把自己的证件弄丢了。","Clause Subject","b0f2-5c0c-4e17-cd64","lihua.png","wanggang.png","other.png"
"posterior","A","21","PO-A-21","possessor","ziji","王刚说张伟把自己的工作做完了。","Clause Subject","b0f2-5c0c-4e17-cd64","wanggang.png","zhangwei.png","other.png"
"posterior","A","10","PO-A-10","co-argument","ta","王刚说小明把他逼得太紧了。","Speaker","b0f2-5c0c-4e17-cd64","wanggang.png","xiaoming.png","other.png"
"posterior","A","18","PO-A-18","possessor","ziji","小明说张伟把自己的想法忘记了。","Clause Subject","b0f2-5c0c-4e17-cd64","xiaoming.png","zhangwei.png","other.png"
"posterior","A","22","PO-A-22","possessor","ta","王刚说小明把他的想法表达出来了。","Speaker","b0f2-5c0c-4e17-cd64","wanggang.png","xiaoming.png","other.png"
"posterior","A","17","PO-A-17","possessor","taziji","小明说李华把他自己的演讲稿修改好了。","Clause Subject","b0f2-5c0c-4e17-cd64","xiaoming.png","lihua.png","other.png"
"posterior","A","12","PO-A-12","co-argument","ziji","王刚说张伟把自己气哭了。","Speaker","b0f2-5c0c-4e17-cd64","wanggang.png","zhangwei.png","other.png"
"posterior","A","30","PO-A-30","possessor","ziji","张伟说李华把自己的文件删除了。","Speaker","b0f2-5c0c-4e17-cd64","zhangwei.png","lihua.png","other.png"
"posterior","A","14","PO-A-14","co-argument","taziji","张伟说李华把他自己弄骨折了。","Clause Subject","b0f2-5c0c-4e17-cd64","zhangwei.png","lihua.png","other.png"
"posterior","A","6","PO-A-6","co-argument","ziji","小明说张伟把自己想像成侦探了。","Clause Subject","b0f2-5c0c-4e17-cd64","xiaoming.png","zhangwei.png","other.png"
"posterior","A","25","PO-A-25","possessor","ta","李华说张伟把他的小狗找回来了。","Clause Subject","b0f2-5c0c-4e17-cd64","lihua.png","zhangwei.png","other.png"
"posterior","A","8","PO-A-8","co-argument","taziji","小明说李华把他自己绊倒了。","Clause Subject","b0f2-5c0c-4e17-cd64","xiaoming.png","lihua.png","other.png"
"posterior","A","20","PO-A-20","possessor","taziji","王刚说李华把他自己的遭遇讲给了别人听。","Clause Subject","b0f2-5c0c-4e17-cd64","wanggang.png","lihua.png","other.png"
"posterior","A","19","PO-A-19","possessor","ta","小明说王刚把他的作业遗漏了。","Clause Subject","b0f2-5c0c-4e17-cd64","xiaoming.png","wanggang.png","other.png"
"posterior","A","5","PO-A-5","co-argument","taziji","小明说李华把他自己弄伤了。","Clause Subject","b0f2-5c0c-4e17-cd64","xiaoming.png","lihua.png","other.png"
"posterior","A","28","PO-A-28","possessor","ta","张伟说小明把他的秘密告诉了别人。","Speaker","b0f2-5c0c-4e17-cd64","zhangwei.png","xiaoming.png","other.png"
"posterior","A","9","PO-A-9","co-argument","ziji","王刚说小明把自己锁在教室里了。","Clause Subject","b0f2-5c0c-4e17-cd64","wanggang.png","xiaoming.png","other.png"
"posterior","A","27","PO-A-27","possessor","ziji","李华说小明把自己的房间打扫干净了。","Clause Subject","b0f2-5c0c-4e17-cd64","lihua.png","xiaoming.png","other.png"
"posterior","A","29","PO-A-29","possessor","taziji","张伟说王刚把他自己的衣服捐掉了。","Clause Subject","b0f2-5c0c-4e17-cd64","zhangwei.png","wanggang.png","other.png"
"posterior","B","3","PO-B-3","co-argument","ta","李华说王刚把他照顾得很好。","Speaker","cd10-69f7-af50-3d85","lihua.png","wanggang.png","other.png"
"posterior","B","9","PO-B-9","co-argument","ta","王刚说小明把他锁在教室里了。","Speaker","cd10-69f7-af50-3d85","wanggang.png","xiaoming.png","other.png"
"posterior","B","2","PO-B-2","co-argument","ziji","李华说王刚把自己出卖了。","Speaker","cd10-69f7-af50-3d85","lihua.png","wanggang.png","other.png"
"posterior","B","24","PO-B-24","possessor","ta","李华说王刚把他的证件弄丢了。","Clause Subject","cd10-69f7-af50-3d85","lihua.png","wanggang.png","other.png"
"posterior","B","13","PO-B-13","co-argument","taziji","张伟说王刚把他自己吓坏了。","Clause Subject","cd10-69f7-af50-3d85","zhangwei.png","wanggang.png","other.png"
"posterior","B","20","PO-B-20","possessor","ziji","王刚说李华把自己的遭遇讲给了别人听。","Speaker","cd10-69f7-af50-3d85","wanggang.png","lihua.png","other.png"
"posterior","B","10","PO-B-10","co-argument","taziji","王刚说小明把他自己逼得太紧了。","Clause Subject","cd10-69f7-af50-3d85","wanggang.png","xiaoming.png","other.png"
"posterior","B","29","PO-B-29","possessor","ziji","张伟说王刚把自己的衣服捐掉了。","Clause Subject","cd10-69f7-af50-3d85","zhangwei.png","wanggang.png","other.png"
"posterior","B","12","PO-B-12","co-argument","ta","王刚说张伟把他气哭了。","Speaker","cd10-69f7-af50-3d85","wanggang.png","zhangwei.png","other.png"
"posterior","B","14","PO-B-14","co-argument","ziji","张伟说李华把自己弄骨折了。","Clause Subject","cd10-69f7-af50-3d85","zhangwei.png","lihua.png","other.png"
"posterior","B","26","PO-B-26","possessor","ziji","李华说小明把自己的玩具模型弄坏了。","Speaker","cd10-69f7-af50-3d85","lihua.png","xiaoming.png","other.png"
"posterior","B","22","PO-B-22","possessor","taziji","王刚说小明把他自己的想法表达出来了。","Clause Subject","cd10-69f7-af50-3d85","wanggang.png","xiaoming.png","other.png"
"posterior","B","15","PO-B-15","co-argument","ta","张伟说小明把他逗笑了。","Speaker","cd10-69f7-af50-3d85","zhangwei.png","xiaoming.png","other.png"
"posterior","B","7","PO-B-7","co-argument","taziji","小明说李华把他自己灌醉了。","Clause Subject","cd10-69f7-af50-3d85","xiaoming.png","lihua.png","other.png"
"posterior","B","16","PO-B-16","possessor","taziji","小明说王刚把他自己的照片发到了朋友圈。","Clause Subject","cd10-69f7-af50-3d85","xiaoming.png","wanggang.png","other.png"
"posterior","B","18","PO-B-18","possessor","ta","小明说张伟把他的想法忘记了。","Speaker","cd10-69f7-af50-3d85","xiaoming.png","zhangwei.png","other.png"
"posterior","B","27","PO-B-27","possessor","ta","李华说小明把他的房间打扫干净了。","Clause Subject","cd10-69f7-af50-3d85","lihua.png","xiaoming.png","other.png"
"posterior","B","1","PO-B-1","co-argument","taziji","李华说小明把他自己弄糊涂了。","Clause Subject","cd10-69f7-af50-3d85","lihua.png","xiaoming.png","other.png"
"posterior","B","17","PO-B-17","possessor","ziji","小明说李华把自己的演讲稿修改好了。","Clause Subject","cd10-69f7-af50-3d85","xiaoming.png","lihua.png","other.png"
"posterior","B","25","PO-B-25","possessor","taziji","李华说张伟把他自己的小狗找回来了。","Clause Subject","cd10-69f7-af50-3d85","lihua.png","zhangwei.png","other.png"
"posterior","B","11","PO-B-11","co-argument","ziji","王刚说张伟把自己置于危险中了。","Clause Subject","cd10-69f7-af50-3d85","wanggang.png","zhangwei.png","other.png"
"posterior","B","30","PO-B-30","possessor","ta","张伟说李华把他的文件删除了。","Speaker","cd10-69f7-af50-3d85","zhangwei.png","lihua.png","other.png"
"posterior","B","19","PO-B-19","possessor","taziji","小明说王刚把他自己的作业遗漏了。","Clause Subject","cd10-69f7-af50-3d85","xiaoming.png","wanggang.png","other.png"
"posterior","B","23","PO-B-23","possessor","ziji","王刚说张伟把自己的孩子搂在了怀里。","Clause Subject","cd10-69f7-af50-3d85","wanggang.png","zhangwei.png","other.png"
"posterior","B","6","PO-B-6","co-argument","ta","小明说张伟把他想像成侦探了。","Speaker","cd10-69f7-af50-3d85","xiaoming.png","zhangwei.png","other.png"
"posterior","B","8","PO-B-8","co-argument","ziji","小明说李华把自己绊倒了。","Clause Subject","cd10-69f7-af50-3d85","xiaoming.png","lihua.png","other.png"
"posterior","B","5","PO-B-5","co-argument","ziji","小明说李华把自己弄伤了。","Clause Subject","cd10-69f7-af50-3d85","xiaoming.png","lihua.png","other.png"
"posterior","B","28","PO-B-28","possessor","taziji","张伟说小明把他自己的秘密告诉了别人。","Clause Subject","cd10-69f7-af50-3d85","zhangwei.png","xiaoming.png","other.png"
"posterior","B","4","PO-B-4","co-argument","taziji","李华说张伟把他自己当成小孩子了。","Clause Subject","cd10-69f7-af50-3d85","lihua.png","zhangwei.png","other.png"
"posterior","B","21","PO-B-21","possessor","ta","王刚说张伟把他的工作做完了。","Speaker","cd10-69f7-af50-3d85","wanggang.png","zhangwei.png","other.png"
"posterior","A","4","PO-A-4","co-argument","ta","李华说张伟把他当成小孩子了。","Speaker","de44-8339-75e3-e2f1","lihua.png","zhangwei.png","other.png"
"posterior","A","10","PO-A-10","co-argument","ta","王刚说小明把他逼得太紧了。","Others","de44-8339-75e3-e2f1","wanggang.png","xiaoming.png","other.png"
"posterior","A","19","PO-A-19","possessor","ta","小明说王刚把他的作业遗漏了。","Others","de44-8339-75e3-e2f1","xiaoming.png","wanggang.png","other.png"
"posterior","A","25","PO-A-25","possessor","ta","李华说张伟把他的小狗找回来了。","Others","de44-8339-75e3-e2f1","lihua.png","zhangwei.png","other.png"
"posterior","A","16","PO-A-16","possessor","ta","小明说王刚把他的照片发到了朋友圈。","Speaker","de44-8339-75e3-e2f1","xiaoming.png","wanggang.png","other.png"
"posterior","A","7","PO-A-7","co-argument","ta","小明说李华把他灌醉了。","Others","de44-8339-75e3-e2f1","xiaoming.png","lihua.png","other.png"
"posterior","A","15","PO-A-15","co-argument","ziji","张伟说小明把自己逗笑了。","Clause Subject","de44-8339-75e3-e2f1","zhangwei.png","xiaoming.png","other.png"
"posterior","A","9","PO-A-9","co-argument","ziji","王刚说小明把自己锁在教室里了。","Clause Subject","de44-8339-75e3-e2f1","wanggang.png","xiaoming.png","other.png"
"posterior","A","28","PO-A-28","possessor","ta","张伟说小明把他的秘密告诉了别人。","Others","de44-8339-75e3-e2f1","zhangwei.png","xiaoming.png","other.png"
"posterior","A","1","PO-A-1","co-argument","ta","李华说小明把他弄糊涂了。","Others","de44-8339-75e3-e2f1","lihua.png","xiaoming.png","other.png"
"posterior","A","18","PO-A-18","possessor","ziji","小明说张伟把自己的想法忘记了。","Clause Subject","de44-8339-75e3-e2f1","xiaoming.png","zhangwei.png","other.png"
"posterior","A","13","PO-A-13","co-argument","ta","张伟说王刚把他吓坏了。","Others","de44-8339-75e3-e2f1","zhangwei.png","wanggang.png","other.png"
"posterior","A","26","PO-A-26","possessor","taziji","李华说小明把他自己的玩具模型弄坏了。","Clause Subject","de44-8339-75e3-e2f1","lihua.png","xiaoming.png","other.png"
"posterior","A","22","PO-A-22","possessor","ta","王刚说小明把他的想法表达出来了。","Others","de44-8339-75e3-e2f1","wanggang.png","xiaoming.png","other.png"
"posterior","A","11","PO-A-11","co-argument","taziji","王刚说张伟把他自己置于危险中了。","Clause Subject","de44-8339-75e3-e2f1","wanggang.png","zhangwei.png","other.png"
"posterior","A","20","PO-A-20","possessor","taziji","王刚说李华把他自己的遭遇讲给了别人听。","Clause Subject","de44-8339-75e3-e2f1","wanggang.png","lihua.png","other.png"
"posterior","A","17","PO-A-17","possessor","taziji","小明说李华把他自己的演讲稿修改好了。","Clause Subject","de44-8339-75e3-e2f1","xiaoming.png","lihua.png","other.png"
"posterior","A","27","PO-A-27","possessor","ziji","李华说小明把自己的房间打扫干净了。","Speaker","de44-8339-75e3-e2f1","lihua.png","xiaoming.png","other.png"
"posterior","A","3","PO-A-3","co-argument","ziji","李华说王刚把自己照顾得很好。","Speaker","de44-8339-75e3-e2f1","lihua.png","wanggang.png","other.png"
"posterior","A","8","PO-A-8","co-argument","taziji","小明说李华把他自己绊倒了。","Clause Subject","de44-8339-75e3-e2f1","xiaoming.png","lihua.png","other.png"
"posterior","A","5","PO-A-5","co-argument","taziji","小明说李华把他自己弄伤了。","Clause Subject","de44-8339-75e3-e2f1","xiaoming.png","lihua.png","other.png"
"posterior","A","21","PO-A-21","possessor","ziji","王刚说张伟把自己的工作做完了。","Clause Subject","de44-8339-75e3-e2f1","wanggang.png","zhangwei.png","other.png"
"posterior","A","14","PO-A-14","co-argument","taziji","张伟说李华把他自己弄骨折了。","Clause Subject","de44-8339-75e3-e2f1","zhangwei.png","lihua.png","other.png"
"posterior","A","30","PO-A-30","possessor","ziji","张伟说李华把自己的文件删除了。","Clause Subject","de44-8339-75e3-e2f1","zhangwei.png","lihua.png","other.png"
"posterior","A","12","PO-A-12","co-argument","ziji","王刚说张伟把自己气哭了。","Clause Subject","de44-8339-75e3-e2f1","wanggang.png","zhangwei.png","other.png"
"posterior","A","2","PO-A-2","co-argument","taziji","李华说王刚把他自己出卖了。","Clause Subject","de44-8339-75e3-e2f1","lihua.png","wanggang.png","other.png"
"posterior","A","23","PO-A-23","possessor","taziji","王刚说张伟把他自己的孩子搂在了怀里。","Clause Subject","de44-8339-75e3-e2f1","wanggang.png","zhangwei.png","other.png"
"posterior","A","24","PO-A-24","possessor","ziji","李华说王刚把自己的证件弄丢了。","Clause Subject","de44-8339-75e3-e2f1","lihua.png","wanggang.png","other.png"
"posterior","A","29","PO-A-29","possessor","taziji","张伟说王刚把他自己的衣服捐掉了。","Clause Subject","de44-8339-75e3-e2f1","zhangwei.png","wanggang.png","other.png"
"posterior","A","6","PO-A-6","co-argument","ziji","小明说张伟把自己想像成侦探了。","Clause Subject","de44-8339-75e3-e2f1","xiaoming.png","zhangwei.png","other.png"
"posterior","B","27","PO-B-27","possessor","ta","李华说小明把他的房间打扫干净了。","Speaker","6f9a-7d3c-3dff-bea9","lihua.png","xiaoming.png","other.png"
"posterior","B","3","PO-B-3","co-argument","ta","李华说王刚把他照顾得很好。","Speaker","6f9a-7d3c-3dff-bea9","lihua.png","wanggang.png","other.png"
"posterior","B","13","PO-B-13","co-argument","taziji","张伟说王刚把他自己吓坏了。","Clause Subject","6f9a-7d3c-3dff-bea9","zhangwei.png","wanggang.png","other.png"
"posterior","B","28","PO-B-28","possessor","taziji","张伟说小明把他自己的秘密告诉了别人。","Clause Subject","6f9a-7d3c-3dff-bea9","zhangwei.png","xiaoming.png","other.png"
"posterior","B","10","PO-B-10","co-argument","taziji","王刚说小明把他自己逼得太紧了。","Clause Subject","6f9a-7d3c-3dff-bea9","wanggang.png","xiaoming.png","other.png"
"posterior","B","11","PO-B-11","co-argument","ziji","王刚说张伟把自己置于危险中了。","Clause Subject","6f9a-7d3c-3dff-bea9","wanggang.png","zhangwei.png","other.png"
"posterior","B","6","PO-B-6","co-argument","ta","小明说张伟把他想像成侦探了。","Speaker","6f9a-7d3c-3dff-bea9","xiaoming.png","zhangwei.png","other.png"
"posterior","B","26","PO-B-26","possessor","ziji","李华说小明把自己的玩具模型弄坏了。","Speaker","6f9a-7d3c-3dff-bea9","lihua.png","xiaoming.png","other.png"
"posterior","B","21","PO-B-21","possessor","ta","王刚说张伟把他的工作做完了。","Clause Subject","6f9a-7d3c-3dff-bea9","wanggang.png","zhangwei.png","other.png"
"posterior","B","24","PO-B-24","possessor","ta","李华说王刚把他的证件弄丢了。","Clause Subject","6f9a-7d3c-3dff-bea9","lihua.png","wanggang.png","other.png"
"posterior","B","4","PO-B-4","co-argument","taziji","李华说张伟把他自己当成小孩子了。","Clause Subject","6f9a-7d3c-3dff-bea9","lihua.png","zhangwei.png","other.png"
"posterior","B","1","PO-B-1","co-argument","taziji","李华说小明把他自己弄糊涂了。","Speaker","6f9a-7d3c-3dff-bea9","lihua.png","xiaoming.png","other.png"
"posterior","B","18","PO-B-18","possessor","ta","小明说张伟把他的想法忘记了。","Clause Subject","6f9a-7d3c-3dff-bea9","xiaoming.png","zhangwei.png","other.png"
"posterior","B","8","PO-B-8","co-argument","ziji","小明说李华把自己绊倒了。","Clause Subject","6f9a-7d3c-3dff-bea9","xiaoming.png","lihua.png","other.png"
"posterior","B","22","PO-B-22","possessor","taziji","王刚说小明把他自己的想法表达出来了。","Clause Subject","6f9a-7d3c-3dff-bea9","wanggang.png","xiaoming.png","other.png"
"posterior","B","30","PO-B-30","possessor","ta","张伟说李华把他的文件删除了。","Speaker","6f9a-7d3c-3dff-bea9","zhangwei.png","lihua.png","other.png"
"posterior","B","12","PO-B-12","co-argument","ta","王刚说张伟把他气哭了。","Speaker","6f9a-7d3c-3dff-bea9","wanggang.png","zhangwei.png","other.png"
