"experiment","Group","senID","item","type","condition","sentence","selection","ID","w1","w2","w3"
"posterior","A","18","PO-A-18","possessor","ziji","小明说张伟把自己的想法忘记了。","Clause Subject","6468-13a5-84e6-cbf2","xiaoming.png","zhangwei.png","other.png"
"posterior","A","20","PO-A-20","possessor","taziji","王刚说李华把他自己的遭遇讲给了别人听。","Clause Subject","6468-13a5-84e6-cbf2","wanggang.png","lihua.png","other.png"
"posterior","A","28","PO-A-28","possessor","ta","张伟说小明把他的秘密告诉了别人。","Clause Subject","6468-13a5-84e6-cbf2","zhangwei.png","xiaoming.png","other.png"
"posterior","A","2","PO-A-2","co-argument","taziji","李华说王刚把他自己出卖了。","Clause Subject","6468-13a5-84e6-cbf2","lihua.png","wanggang.png","other.png"
"posterior","A","5","PO-A-5","co-argument","taziji","小明说李华把他自己弄伤了。","Clause Subject","6468-13a5-84e6-cbf2","xiaoming.png","lihua.png","other.png"
"posterior","A","13","PO-A-13","co-argument","ta","张伟说王刚把他吓坏了。","Clause Subject","6468-13a5-84e6-cbf2","zhangwei.png","wanggang.png","other.png"
"posterior","A","27","PO-A-27","possessor","ziji","李华说小明把自己的房间打扫干净了。","Clause Subject","fb32-7c90-9726-fd94","lihua.png","xiaoming.png","other.png"
"posterior","A","4","PO-A-4","co-argument","ta","李华说张伟把他当成小孩子了。","Speaker","fb32-7c90-9726-fd94","lihua.png","zhangwei.png","other.png"
"posterior","A","29","PO-A-29","possessor","taziji","张伟说王刚把他自己的衣服捐掉了。","Speaker","fb32-7c90-9726-fd94","zhangwei.png","wanggang.png","other.png"
"posterior","A","14","PO-A-14","co-argument","taziji","张伟说李华把他自己弄骨折了。","Clause Subject","fb32-7c90-9726-fd94","zhangwei.png","lihua.png","other.png"
"posterior","A","8","PO-A-8","co-argument","taziji","小明说李华把他自己绊倒了。","Clause Subject","fb32-7c90-9726-fd94","xiaoming.png","lihua.png","other.png"
"posterior","A","7","PO-A-7","co-argument","ta","小明说李华把他灌醉了。","Clause Subject","fb32-7c90-9726-fd94","xiaoming.png","lihua.png","other.png"
"posterior","A","18","PO-A-18","possessor","ziji","小明说张伟把自己的想法忘记了。","Clause Subject","fb32-7c90-9726-fd94","xiaoming.png","zhangwei.png","other.png"
"posterior","A","28","PO-A-28","possessor","ta","张伟说小明把他的秘密告诉了别人。","Clause Subject","fb32-7c90-9726-fd94","zhangwei.png","xiaoming.png","other.png"
"posterior","A","19","PO-A-19","possessor","ta","小明说王刚把他的作业遗漏了。","Clause Subject","fb32-7c90-9726-fd94","xiaoming.png","wanggang.png","other.png"
"posterior","A","30","PO-A-30","possessor","ziji","张伟说李华把自己的文件删除了。","Clause Subject","fb32-7c90-9726-fd94","zhangwei.png","lihua.png","other.png"
"posterior","A","10","PO-A-10","co-argument","ta","王刚说小明把他逼得太紧了。","Clause Subject","fb32-7c90-9726-fd94","wanggang.png","xiaoming.png","other.png"
"posterior","A","17","PO-A-17","possessor","taziji","小明说李华把他自己的演讲稿修改好了。","Clause Subject","fb32-7c90-9726-fd94","xiaoming.png","lihua.png","other.png"
"posterior","A","22","PO-A-22","possessor","ta","王刚说小明把他的想法表达出来了。","Clause Subject","fb32-7c90-9726-fd94","wanggang.png","xiaoming.png","other.png"
"posterior","A","26","PO-A-26","possessor","taziji","李华说小明把他自己的玩具模型弄坏了。","Clause Subject","fb32-7c90-9726-fd94","lihua.png","xiaoming.png","other.png"
"posterior","A","6","PO-A-6","co-argument","ziji","小明说张伟把自己想像成侦探了。","Clause Subject","fb32-7c90-9726-fd94","xiaoming.png","zhangwei.png","other.png"
"posterior","A","16","PO-A-16","possessor","ta","小明说王刚把他的照片发到了朋友圈。","Clause Subject","fb32-7c90-9726-fd94","xiaoming.png","wanggang.png","other.png"
"posterior","A","12","PO-A-12","co-argument","ziji","王刚说张伟把自己气哭了。","Clause Subject","fb32-7c90-9726-fd94","wanggang.png","zhangwei.png","other.png"
"posterior","A","2","PO-A-2","co-argument","taziji","李华说王刚把他自己出卖了。","Clause Subject","fb32-7c90-9726-fd94","lihua.png","wanggang.png","other.png"
"posterior","A","25","PO-A-25","possessor","ta","李华说张伟把他的小狗找回来了。","Clause Subject","fb32-7c90-9726-fd94","lihua.png","zhangwei.png","other.png"
"posterior","A","3","PO-A-3","co-argument","ziji","李华说王刚把自己照顾得很好。","Clause Subject","fb32-7c90-9726-fd94","lihua.png","wanggang.png","other.png"
"posterior","A","13","PO-A-13","co-argument","ta","张伟说王刚把他吓坏了。","Clause Subject","fb32-7c90-9726-fd94","zhangwei.png","wanggang.png","other.png"
"posterior","A","1","PO-A-1","co-argument","ta","李华说小明把他弄糊涂了。","Clause Subject","fb32-7c90-9726-fd94","lihua.png","xiaoming.png","other.png"
"posterior","A","21","PO-A-21","possessor","ziji","王刚说张伟把自己的工作做完了。","Clause Subject","fb32-7c90-9726-fd94","wanggang.png","zhangwei.png","other.png"
"posterior","A","11","PO-A-11","co-argument","taziji","王刚说张伟把他自己置于危险中了。","Clause Subject","fb32-7c90-9726-fd94","wanggang.png","zhangwei.png","other.png"
"posterior","A","20","PO-A-20","possessor","taziji","王刚说李华把他自己的遭遇讲给了别人听。","Others","fb32-7c90-9726-fd94","wanggang.png","lihua.png","other.png"
"posterior","A","15","PO-A-15","co-argument","ziji","张伟说小明把自己逗笑了。","Clause Subject","fb32-7c90-9726-fd94","zhangwei.png","xiaoming.png","other.png"
"posterior","A","23","PO-A-23","possessor","taziji","王刚说张伟把他自己的孩子搂在了怀里。","Others","fb32-7c90-9726-fd94","wanggang.png","zhangwei.png","other.png"
"posterior","A","24","PO-A-24","possessor","ziji","李华说王刚把自己的证件弄丢了。","Clause Subject","fb32-7c90-9726-fd94","lihua.png","wanggang.png","other.png"
"posterior","A","5","PO-A-5","co-argument","taziji","小明说李华把他自己弄伤了。","Clause Subject","fb32-7c90-9726-fd94","xiaoming.png","lihua.png","other.png"
"posterior","A","9","PO-A-9","co-argument","ziji","王刚说小明把自己锁在教室里了。","Clause Subject","fb32-7c90-9726-fd94","wanggang.png","xiaoming.png","other.png"
"posterior","A","15","PO-A-15","co-argument","ziji","张伟说小明把自己逗笑了。","Speaker","0680-423c-b618-fe39","zhangwei.png","xiaoming.png","other.png"
"posterior","A","30","PO-A-30","possessor","ziji","张伟说李华把自己的文件删除了。","Clause Subject","0680-423c-b618-fe39","zhangwei.png","lihua.png","other.png"
"posterior","A","24","PO-A-24","possessor","ziji","李华说王刚把自己的证件弄丢了。","Clause Subject","0680-423c-b618-fe39","lihua.png","wanggang.png","other.png"
"posterior","A","16","PO-A-16","possessor","ta","小明说王刚把他的照片发到了朋友圈。","Clause Subject","0680-423c-b618-fe39","xiaoming.png","wanggang.png","other.png"
"posterior","A","28","PO-A-28","possessor","ta","张伟说小明把他的秘密告诉了别人。","Speaker","0680-423c-b618-fe39","zhangwei.png","xiaoming.png","other.png"
"posterior","A","7","PO-A-7","co-argument","ta","小明说李华把他灌醉了。","Speaker","0680-423c-b618-fe39","xiaoming.png","lihua.png","other.png"
"posterior","A","2","PO-A-2","co-argument","taziji","李华说王刚把他自己出卖了。","Speaker","0680-423c-b618-fe39","lihua.png","wanggang.png","other.png"
"posterior","A","20","PO-A-20","possessor","taziji","王刚说李华把他自己的遭遇讲给了别人听。","Clause Subject","0680-423c-b618-fe39","wanggang.png","lihua.png","other.png"
"posterior","A","4","PO-A-4","co-argument","ta","李华说张伟把他当成小孩子了。","Speaker","0680-423c-b618-fe39","lihua.png","zhangwei.png","other.png"
"posterior","A","8","PO-A-8","co-argument","taziji","小明说李华把他自己绊倒了。","Speaker","0680-423c-b618-fe39","xiaoming.png","lihua.png","other.png"
"posterior","A","11","PO-A-11","co-argument","taziji","王刚说张伟把他自己置于危险中了。","Clause Subject","0680-423c-b618-fe39","wanggang.png","zhangwei.png","other.png"
"posterior","A","17","PO-A-17","possessor","taziji","小明说李华把他自己的演讲稿修改好了。","Clause Subject","0680-423c-b618-fe39","xiaoming.png","lihua.png","other.png"
"posterior","A","6","PO-A-6","co-argument","ziji","小明说张伟把自己想像成侦探了。","Clause Subject","0680-423c-b618-fe39","xiaoming.png","zhangwei.png","other.png"
"posterior","A","22","PO-A-22","possessor","ta","王刚说小明把他的想法表达出来了。","Speaker","0680-423c-b618-fe39","wanggang.png","xiaoming.png","other.png"
"posterior","A","29","PO-A-29","possessor","taziji","张伟说王刚把他自己的衣服捐掉了。","Clause Subject","0680-423c-b618-fe39","zhangwei.png","wanggang.png","other.png"
"posterior","A","10","PO-A-10","co-argument","ta","王刚说小明把他逼得太紧了。","Speaker","0680-423c-b618-fe39","wanggang.png","xiaoming.png","other.png"
"posterior","A","3","PO-A-3","co-argument","ziji","李华说王刚把自己照顾得很好。","Clause Subject","0680-423c-b618-fe39","lihua.png","wanggang.png","other.png"
"posterior","A","25","PO-A-25","possessor","ta","李华说张伟把他的小狗找回来了。","Speaker","0680-423c-b618-fe39","lihua.png","zhangwei.png","other.png"
"posterior","A","5","PO-A-5","co-argument","taziji","小明说李华把他自己弄伤了。","Clause Subject","0680-423c-b618-fe39","xiaoming.png","lihua.png","other.png"
"posterior","A","18","PO-A-18","possessor","ziji","小明说张伟把自己的想法忘记了。","Clause Subject","0680-423c-b618-fe39","xiaoming.png","zhangwei.png","other.png"
"posterior","A","19","PO-A-19","possessor","ta","小明说王刚把他的作业遗漏了。","Speaker","0680-423c-b618-fe39","xiaoming.png","wanggang.png","other.png"
"posterior","A","9","PO-A-9","co-argument","ziji","王刚说小明把自己锁在教室里了。","Clause Subject","0680-423c-b618-fe39","wanggang.png","xiaoming.png","other.png"
"posterior","A","27","PO-A-27","possessor","ziji","李华说小明把自己的房间打扫干净了。","Clause Subject","0680-423c-b618-fe39","lihua.png","xiaoming.png","other.png"
"posterior","A","23","PO-A-23","possessor","taziji","王刚说张伟把他自己的孩子搂在了怀里。","Clause Subject","0680-423c-b618-fe39","wanggang.png","zhangwei.png","other.png"
"posterior","A","21","PO-A-21","possessor","ziji","王刚说张伟把自己的工作做完了。","Clause Subject","0680-423c-b618-fe39","wanggang.png","zhangwei.png","other.png"
"posterior","A","1","PO-A-1","co-argument","ta","李华说小明把他弄糊涂了。","Speaker","0680-423c-b618-fe39","lihua.png","xiaoming.png","other.png"
"posterior","A","12","PO-A-12","co-argument","ziji","王刚说张伟把自己气哭了。","Speaker","0680-423c-b618-fe39","wanggang.png","zhangwei.png","other.png"
"posterior","A","14","PO-A-14","co-argument","taziji","张伟说李华把他自己弄骨折了。","Clause Subject","0680-423c-b618-fe39","zhangwei.png","lihua.png","other.png"
"posterior","A","26","PO-A-26","possessor","taziji","李华说小明把他自己的玩具模型弄坏了。","Clause Subject","0680-423c-b618-fe39","lihua.png","xiaoming.png","other.png"
"posterior","A","13","PO-A-13","co-argument","ta","张伟说王刚把他吓坏了。","Speaker","0680-423c-b618-fe39","zhangwei.png","wanggang.png","other.png"
"posterior","A","24","PO-A-24","possessor","ziji","李华说王刚把自己的证件弄丢了。","Clause Subject","bba0-d074-63e3-37df","lihua.png","wanggang.png","other.png"
"posterior","A","27","PO-A-27","possessor","ziji","李华说小明把自己的房间打扫干净了。","Clause Subject","bba0-d074-63e3-37df","lihua.png","xiaoming.png","other.png"
"posterior","A","1","PO-A-1","co-argument","ta","李华说小明把他弄糊涂了。","Clause Subject","bba0-d074-63e3-37df","lihua.png","xiaoming.png","other.png"
"posterior","A","25","PO-A-25","possessor","ta","李华说张伟把他的小狗找回来了。","Speaker","bba0-d074-63e3-37df","lihua.png","zhangwei.png","other.png"
"posterior","A","6","PO-A-6","co-argument","ziji","小明说张伟把自己想像成侦探了。","Clause Subject","bba0-d074-63e3-37df","xiaoming.png","zhangwei.png","other.png"
"posterior","A","7","PO-A-7","co-argument","ta","小明说李华把他灌醉了。","Speaker","bba0-d074-63e3-37df","xiaoming.png","lihua.png","other.png"
"posterior","A","29","PO-A-29","possessor","taziji","张伟说王刚把他自己的衣服捐掉了。","Speaker","bba0-d074-63e3-37df","zhangwei.png","wanggang.png","other.png"
"posterior","A","21","PO-A-21","possessor","ziji","王刚说张伟把自己的工作做完了。","Speaker","bba0-d074-63e3-37df","wanggang.png","zhangwei.png","other.png"
"posterior","A","23","PO-A-23","possessor","taziji","王刚说张伟把他自己的孩子搂在了怀里。","Speaker","bba0-d074-63e3-37df","wanggang.png","zhangwei.png","other.png"
"posterior","A","8","PO-A-8","co-argument","taziji","小明说李华把他自己绊倒了。","Clause Subject","bba0-d074-63e3-37df","xiaoming.png","lihua.png","other.png"
"posterior","A","14","PO-A-14","co-argument","taziji","张伟说李华把他自己弄骨折了。","Clause Subject","bba0-d074-63e3-37df","zhangwei.png","lihua.png","other.png"
"posterior","A","3","PO-A-3","co-argument","ziji","李华说王刚把自己照顾得很好。","Clause Subject","bba0-d074-63e3-37df","lihua.png","wanggang.png","other.png"
"posterior","A","5","PO-A-5","co-argument","taziji","小明说李华把他自己弄伤了。","Clause Subject","bba0-d074-63e3-37df","xiaoming.png","lihua.png","other.png"
"posterior","A","20","PO-A-20","possessor","taziji","王刚说李华把他自己的遭遇讲给了别人听。","Clause Subject","bba0-d074-63e3-37df","wanggang.png","lihua.png","other.png"
"posterior","A","15","PO-A-15","co-argument","ziji","张伟说小明把自己逗笑了。","Clause Subject","bba0-d074-63e3-37df","zhangwei.png","xiaoming.png","other.png"
"posterior","A","26","PO-A-26","possessor","taziji","李华说小明把他自己的玩具模型弄坏了。","Clause Subject","bba0-d074-63e3-37df","lihua.png","xiaoming.png","other.png"
"posterior","A","9","PO-A-9","co-argument","ziji","王刚说小明把自己锁在教室里了。","Clause Subject","bba0-d074-63e3-37df","wanggang.png","xiaoming.png","other.png"
"posterior","A","11","PO-A-11","co-argument","taziji","王刚说张伟把他自己置于危险中了。","Speaker","bba0-d074-63e3-37df","wanggang.png","zhangwei.png","other.png"
"posterior","A","10","PO-A-10","co-argument","ta","王刚说小明把他逼得太紧了。","Speaker","bba0-d074-63e3-37df","wanggang.png","xiaoming.png","other.png"
"posterior","A","17","PO-A-17","possessor","taziji","小明说李华把他自己的演讲稿修改好了。","Clause Subject","bba0-d074-63e3-37df","xiaoming.png","lihua.png","other.png"
"posterior","A","12","PO-A-12","co-argument","ziji","王刚说张伟把自己气哭了。","Clause Subject","bba0-d074-63e3-37df","wanggang.png","zhangwei.png","other.png"
"posterior","A","19","PO-A-19","possessor","ta","小明说王刚把他的作业遗漏了。","Speaker","bba0-d074-63e3-37df","xiaoming.png","wanggang.png","other.png"
"posterior","A","2","PO-A-2","co-argument","taziji","李华说王刚把他自己出卖了。","Speaker","bba0-d074-63e3-37df","lihua.png","wanggang.png","other.png"
"posterior","A","22","PO-A-22","possessor","ta","王刚说小明把他的想法表达出来了。","Speaker","bba0-d074-63e3-37df","wanggang.png","xiaoming.png","other.png"
"posterior","A","28","PO-A-28","possessor","ta","张伟说小明把他的秘密告诉了别人。","Speaker","bba0-d074-63e3-37df","zhangwei.png","xiaoming.png","other.png"
"posterior","A","13","PO-A-13","co-argument","ta","张伟说王刚把他吓坏了。","Clause Subject","bba0-d074-63e3-37df","zhangwei.png","wanggang.png","other.png"
"posterior","A","4","PO-A-4","co-argument","ta","李华说张伟把他当成小孩子了。","Clause Subject","bba0-d074-63e3-37df","lihua.png","zhangwei.png","other.png"
"posterior","A","18","PO-A-18","possessor","ziji","小明说张伟把自己的想法忘记了。","Clause Subject","bba0-d074-63e3-37df","xiaoming.png","zhangwei.png","other.png"
"posterior","A","16","PO-A-16","possessor","ta","小明说王刚把他的照片发到了朋友圈。","Speaker","bba0-d074-63e3-37df","xiaoming.png","wanggang.png","other.png"
"posterior","A","30","PO-A-30","possessor","ziji","张伟说李华把自己的文件删除了。","Speaker","bba0-d074-63e3-37df","zhangwei.png","lihua.png","other.png"
"posterior","A","27","PO-A-27","possessor","ziji","李华说小明把自己的房间打扫干净了。","Clause Subject","2aba-c6e4-ed18-286a","lihua.png","xiaoming.png","other.png"
"posterior","A","28","PO-A-28","possessor","ta","张伟说小明把他的秘密告诉了别人。","Clause Subject","2aba-c6e4-ed18-286a","zhangwei.png","xiaoming.png","other.png"
"posterior","A","6","PO-A-6","co-argument","ziji","小明说张伟把自己想像成侦探了。","Clause Subject","2aba-c6e4-ed18-286a","xiaoming.png","zhangwei.png","other.png"
"posterior","A","9","PO-A-9","co-argument","ziji","王刚说小明把自己锁在教室里了。","Clause Subject","2aba-c6e4-ed18-286a","wanggang.png","xiaoming.png","other.png"
"posterior","A","10","PO-A-10","co-argument","ta","王刚说小明把他逼得太紧了。","Speaker","2aba-c6e4-ed18-286a","wanggang.png","xiaoming.png","other.png"
"posterior","A","22","PO-A-22","possessor","ta","王刚说小明把他的想法表达出来了。","Clause Subject","2aba-c6e4-ed18-286a","wanggang.png","xiaoming.png","other.png"
"posterior","A","14","PO-A-14","co-argument","taziji","张伟说李华把他自己弄骨折了。","Speaker","2aba-c6e4-ed18-286a","zhangwei.png","lihua.png","other.png"
"posterior","A","15","PO-A-15","co-argument","ziji","张伟说小明把自己逗笑了。","Clause Subject","2aba-c6e4-ed18-286a","zhangwei.png","xiaoming.png","other.png"
"posterior","A","8","PO-A-8","co-argument","taziji","小明说李华把他自己绊倒了。","Speaker","2aba-c6e4-ed18-286a","xiaoming.png","lihua.png","other.png"
"posterior","A","30","PO-A-30","possessor","ziji","张伟说李华把自己的文件删除了。","Clause Subject","2aba-c6e4-ed18-286a","zhangwei.png","lihua.png","other.png"
"posterior","A","18","PO-A-18","possessor","ziji","小明说张伟把自己的想法忘记了。","Clause Subject","2aba-c6e4-ed18-286a","xiaoming.png","zhangwei.png","other.png"
"posterior","A","21","PO-A-21","possessor","ziji","王刚说张伟把自己的工作做完了。","Clause Subject","2aba-c6e4-ed18-286a","wanggang.png","zhangwei.png","other.png"
"posterior","A","3","PO-A-3","co-argument","ziji","李华说王刚把自己照顾得很好。","Clause Subject","2aba-c6e4-ed18-286a","lihua.png","wanggang.png","other.png"
"posterior","A","26","PO-A-26","possessor","taziji","李华说小明把他自己的玩具模型弄坏了。","Clause Subject","2aba-c6e4-ed18-286a","lihua.png","xiaoming.png","other.png"
"posterior","A","5","PO-A-5","co-argument","taziji","小明说李华把他自己弄伤了。","Clause Subject","2aba-c6e4-ed18-286a","xiaoming.png","lihua.png","other.png"
"posterior","A","20","PO-A-20","possessor","taziji","王刚说李华把他自己的遭遇讲给了别人听。","Clause Subject","2aba-c6e4-ed18-286a","wanggang.png","lihua.png","other.png"
"posterior","A","4","PO-A-4","co-argument","ta","李华说张伟把他当成小孩子了。","Speaker","2aba-c6e4-ed18-286a","lihua.png","zhangwei.png","other.png"
"posterior","A","13","PO-A-13","co-argument","ta","张伟说王刚把他吓坏了。","Speaker","2aba-c6e4-ed18-286a","zhangwei.png","wanggang.png","other.png"
"posterior","A","19","PO-A-19","possessor","ta","小明说王刚把他的作业遗漏了。","Clause Subject","2aba-c6e4-ed18-286a","xiaoming.png","wanggang.png","other.png"
"posterior","A","24","PO-A-24","possessor","ziji","李华说王刚把自己的证件弄丢了。","Clause Subject","2aba-c6e4-ed18-286a","lihua.png","wanggang.png","other.png"
"posterior","A","12","PO-A-12","co-argument","ziji","王刚说张伟把自己气哭了。","Speaker","2aba-c6e4-ed18-286a","wanggang.png","zhangwei.png","other.png"
"posterior","A","11","PO-A-11","co-argument","taziji","王刚说张伟把他自己置于危险中了。","Clause Subject","2aba-c6e4-ed18-286a","wanggang.png","zhangwei.png","other.png"
"posterior","A","29","PO-A-29","possessor","taziji","张伟说王刚把他自己的衣服捐掉了。","Clause Subject","2aba-c6e4-ed18-286a","zhangwei.png","wanggang.png","other.png"
"posterior","A","25","PO-A-25","possessor","ta","李华说张伟把他的小狗找回来了。","Clause Subject","2aba-c6e4-ed18-286a","lihua.png","zhangwei.png","other.png"
"posterior","A","7","PO-A-7","co-argument","ta","小明说李华把他灌醉了。","Speaker","2aba-c6e4-ed18-286a","xiaoming.png","lihua.png","other.png"
"posterior","A","1","PO-A-1","co-argument","ta","李华说小明把他弄糊涂了。","Speaker","2aba-c6e4-ed18-286a","lihua.png","xiaoming.png","other.png"
"posterior","A","17","PO-A-17","possessor","taziji","小明说李华把他自己的演讲稿修改好了。","Clause Subject","2aba-c6e4-ed18-286a","xiaoming.png","lihua.png","other.png"
"posterior","A","23","PO-A-23","possessor","taziji","王刚说张伟把他自己的孩子搂在了怀里。","Clause Subject","2aba-c6e4-ed18-286a","wanggang.png","zhangwei.png","other.png"
"posterior","A","2","PO-A-2","co-argument","taziji","李华说王刚把他自己出卖了。","Clause Subject","2aba-c6e4-ed18-286a","lihua.png","wanggang.png","other.png"
"posterior","A","16","PO-A-16","possessor","ta","小明说王刚把他的照片发到了朋友圈。","Speaker","2aba-c6e4-ed18-286a","xiaoming.png","wanggang.png","other.png"
"posterior","C","21","PO-C-21","possessor","taziji","王刚说张伟把他自己的工作做完了。","Clause Subject","6fcf-63d1-f167-2f2a","wanggang.png","zhangwei.png","other.png"
"posterior","C","10","PO-C-10","co-argument","ziji","王刚说小明把自己逼得太紧了。","Clause Subject","6fcf-63d1-f167-2f2a","wanggang.png","xiaoming.png","other.png"
"posterior","C","2","PO-C-2","co-argument","ta","李华说王刚把他出卖了。","Speaker","6fcf-63d1-f167-2f2a","lihua.png","wanggang.png","other.png"
"posterior","C","25","PO-C-25","possessor","ziji","李华说张伟把自己的小狗找回来了。","Clause Subject","6fcf-63d1-f167-2f2a","lihua.png","zhangwei.png","other.png"
"posterior","C","7","PO-C-7","co-argument","ziji","小明说李华把自己灌醉了。","Clause Subject","6fcf-63d1-f167-2f2a","xiaoming.png","lihua.png","other.png"
"posterior","C","22","PO-C-22","possessor","ziji","王刚说小明把自己的想法表达出来了。","Clause Subject","6fcf-63d1-f167-2f2a","wanggang.png","xiaoming.png","other.png"
"posterior","C","24","PO-C-24","possessor","taziji","李华说王刚把他自己的证件弄丢了。","Clause Subject","6fcf-63d1-f167-2f2a","lihua.png","wanggang.png","other.png"
"posterior","C","20","PO-C-20","possessor","ta","王刚说李华把他的遭遇讲给了别人听。","Speaker","6fcf-63d1-f167-2f2a","wanggang.png","lihua.png","other.png"
"posterior","C","15","PO-C-15","co-argument","taziji","张伟说小明把他自己逗笑了。","Clause Subject","6fcf-63d1-f167-2f2a","zhangwei.png","xiaoming.png","other.png"
"posterior","C","11","PO-C-11","co-argument","ta","王刚说张伟把他置于危险中了。","Speaker","6fcf-63d1-f167-2f2a","wanggang.png","zhangwei.png","other.png"
"posterior","C","13","PO-C-13","co-argument","ziji","张伟说王刚把自己吓坏了。","Clause Subject","6fcf-63d1-f167-2f2a","zhangwei.png","wanggang.png","other.png"
"posterior","C","12","PO-C-12","co-argument","taziji","王刚说张伟把他自己气哭了。","Clause Subject","6fcf-63d1-f167-2f2a","wanggang.png","zhangwei.png","other.png"
"posterior","C","30","PO-C-30","possessor","taziji","张伟说李华把他自己的文件删除了。","Clause Subject","6fcf-63d1-f167-2f2a","zhangwei.png","lihua.png","other.png"
"posterior","C","4","PO-C-4","co-argument","ziji","李华说张伟把自己当成小孩子了。","Clause Subject","6fcf-63d1-f167-2f2a","lihua.png","zhangwei.png","other.png"
"posterior","C","3","PO-C-3","co-argument","taziji","李华说王刚把他自己照顾得很好。","Clause Subject","6fcf-63d1-f167-2f2a","lihua.png","wanggang.png","other.png"
"posterior","C","19","PO-C-19","possessor","ziji","小明说王刚把自己的作业遗漏了。","Clause Subject","6fcf-63d1-f167-2f2a","xiaoming.png","wanggang.png","other.png"
"posterior","C","9","PO-C-9","co-argument","taziji","王刚说小明把他自己锁在教室里了。","Clause Subject","6fcf-63d1-f167-2f2a","wanggang.png","xiaoming.png","other.png"
"posterior","C","5","PO-C-5","co-argument","ta","小明说李华把他弄伤了。","Speaker","6fcf-63d1-f167-2f2a","xiaoming.png","lihua.png","other.png"
"posterior","C","28","PO-C-28","possessor","ziji","张伟说小明把自己的秘密告诉了别人。","Clause Subject","6fcf-63d1-f167-2f2a","zhangwei.png","xiaoming.png","other.png"
"posterior","C","17","PO-C-17","possessor","ta","小明说李华把他的演讲稿修改好了。","Speaker","6fcf-63d1-f167-2f2a","xiaoming.png","lihua.png","other.png"
"posterior","C","1","PO-C-1","co-argument","ziji","李华说小明把自己弄糊涂了。","Clause Subject","6fcf-63d1-f167-2f2a","lihua.png","xiaoming.png","other.png"
"posterior","C","8","PO-C-8","co-argument","ta","小明说李华把他绊倒了。","Speaker","6fcf-63d1-f167-2f2a","xiaoming.png","lihua.png","other.png"
"posterior","C","14","PO-C-14","co-argument","ta","张伟说李华把他弄骨折了。","Speaker","6fcf-63d1-f167-2f2a","zhangwei.png","lihua.png","other.png"
"posterior","C","23","PO-C-23","possessor","ta","王刚说张伟把他的孩子搂在了怀里。","Speaker","6fcf-63d1-f167-2f2a","wanggang.png","zhangwei.png","other.png"
"posterior","C","29","PO-C-29","possessor","ta","张伟说王刚把他的衣服捐掉了。","Speaker","6fcf-63d1-f167-2f2a","zhangwei.png","wanggang.png","other.png"
"posterior","C","16","PO-C-16","possessor","ziji","小明说王刚把自己的照片发到了朋友圈。","Clause Subject","6fcf-63d1-f167-2f2a","xiaoming.png","wanggang.png","other.png"
"posterior","C","26","PO-C-26","possessor","ta","李华说小明把他的玩具模型弄坏了。","Speaker","6fcf-63d1-f167-2f2a","lihua.png","xiaoming.png","other.png"
"posterior","C","6","PO-C-6","co-argument","taziji","小明说张伟把他自己想像成侦探了。","Clause Subject","6fcf-63d1-f167-2f2a","xiaoming.png","zhangwei.png","other.png"
"posterior","C","18","PO-C-18","possessor","taziji","小明说张伟把他自己的想法忘记了。","Clause Subject","6fcf-63d1-f167-2f2a","xiaoming.png","zhangwei.png","other.png"
"posterior","C","27","PO-C-27","possessor","taziji","李华说小明把他自己的房间打扫干净了。","Clause Subject","6fcf-63d1-f167-2f2a","lihua.png","xiaoming.png","other.png"
"posterior","C","21","PO-C-21","possessor","taziji","王刚说张伟把他自己的工作做完了。","Speaker","c19e-c01b-bd77-282d","wanggang.png","zhangwei.png","other.png"
"posterior","C","29","PO-C-29","possessor","ta","张伟说王刚把他的衣服捐掉了。","Speaker","c19e-c01b-bd77-282d","zhangwei.png","wanggang.png","other.png"
"posterior","C","23","PO-C-23","possessor","ta","王刚说张伟把他的孩子搂在了怀里。","Clause Subject","c19e-c01b-bd77-282d","wanggang.png","zhangwei.png","other.png"
"posterior","C","7","PO-C-7","co-argument","ziji","小明说李华把自己灌醉了。","Clause Subject","c19e-c01b-bd77-282d","xiaoming.png","lihua.png","other.png"
"posterior","C","5","PO-C-5","co-argument","ta","小明说李华把他弄伤了。","Clause Subject","c19e-c01b-bd77-282d","xiaoming.png","lihua.png","other.png"
"posterior","C","28","PO-C-28","possessor","ziji","张伟说小明把自己的秘密告诉了别人。","Clause Subject","c19e-c01b-bd77-282d","zhangwei.png","xiaoming.png","other.png"
"posterior","C","18","PO-C-18","possessor","taziji","小明说张伟把他自己的想法忘记了。","Clause Subject","c19e-c01b-bd77-282d","xiaoming.png","zhangwei.png","other.png"
"posterior","C","9","PO-C-9","co-argument","taziji","王刚说小明把他自己锁在教室里了。","Clause Subject","c19e-c01b-bd77-282d","wanggang.png","xiaoming.png","other.png"
"posterior","C","19","PO-C-19","possessor","ziji","小明说王刚把自己的作业遗漏了。","Clause Subject","c19e-c01b-bd77-282d","xiaoming.png","wanggang.png","other.png"
"posterior","C","17","PO-C-17","possessor","ta","小明说李华把他的演讲稿修改好了。","Clause Subject","c19e-c01b-bd77-282d","xiaoming.png","lihua.png","other.png"
"posterior","C","25","PO-C-25","possessor","ziji","李华说张伟把自己的小狗找回来了。","Clause Subject","c19e-c01b-bd77-282d","lihua.png","zhangwei.png","other.png"
